file_name,text
EdgardoRojas_20260530_094859.png,Gisirhan niya ang gripo human paggamit.
EdgardoRojas_20260530_094902.png,Nagsusi ang mekaniko sa makina sa sakyanan.
EdgardoRojas_20260530_094905.png,Gikuha ko ang kuwarta gikan sa ATM.
EdgardoRojas_20260530_094908.png,Naghimo sila og poster para sa programa.
EdgardoRojas_20260530_094913.png,Gibutang niya ang prutas sa refrigerator.
EdgardoRojas_20260530_094916.png,Nagsugod ang miting alas nuwebe sa buntag.
EdgardoRojas_20260530_094919.png,Gikuha sa nurse ang temperatura sa pasyente.
EdgardoRojas_20260530_094922.png,Nagdala ko og notebook ngadto sa klase.
EdgardoRojas_20260530_094927.png,Gibalhin ang mga tanom ngadto sa mas dako nga paso.
ChristianAngeloRamirez_20260530_094945.png,Giduso niya ang gate aron maablihan.
ChristianAngeloRamirez_20260530_095040.png,Nagluto sila og pansit alang sa selebrasyon.
ChristianAngeloRamirez_20260530_095119.png,Gikuha nako ang sapatos gikan sa shoe rack.
ChristianAngeloRamirez_20260530_095157.png,Gipalong niya ang aircon sa wala pa mogawas.
EdgardoRojas_20260530_095216.png,Naghuwam siya og libro gikan sa librarya.
EdgardoRojas_20260530_095222.png,Gisira ang bodega human sa inventory.
EdgardoRojas_20260530_095225.png,Gipalit nila ang materyales para sa proyekto.
ChristianAngeloRamirez_20260530_095228.png,Naghimo ko og talaan sa mga bisita.
EdgardoRojas_20260530_095228.png,Nagsakay ko og traysikol paingon sa merkado.
EdgardoRojas_20260530_095355.png,Gikuha niya ang resibo gikan sa cashier.
EdgardoRojas_20260530_095358.png,Naglinis ang janitor sa pasilyo.
ChristianAngeloRamirez_20260530_095407.png,Gidala sa ambulansya ang pasyente sa ospital.
ChristianAngeloRamirez_20260530_095449.png,Nagsakay ang turista og van ngadto sa resort.
ChristianAngeloRamirez_20260530_095535.png,Gikuha sa mag-uuma ang ani sa umahan.
ChristianAngeloRamirez_20260530_095643.png,Gisalod niya ang pinggan sa lababo.
ChristianAngeloRamirez_20260530_095738.png,Naghimo ang tigdisenyo og bag-ong logo.
ChristianAngeloRamirez_20260530_095823.png,Gipalit nako ang puthaw nga kandado.
ChristianAngeloRamirez_20260530_095911.png,Gikuha sa estudyante ang iyang ID card.
ChristianAngeloRamirez_20260530_100018.png,Naghikay sila sa dekorasyon para sa pista.
ChristianAngeloRamirez_20260530_100054.png,Gibutang ang kamera sa ibabaw sa tripod.
ChristianAngeloRamirez_20260530_100143.png,Gidawat sa principal ang mga bisita sa opisina.
ChristianAngeloRamirez_20260530_100224.png,Naghimo ko og backup sa mga file sa computer.
ChristianAngeloRamirez_20260530_100259.png,Gikuha niya ang mapa gikan sa bag.
ChristianAngeloRamirez_20260530_100500.png,Nag-abot ang tren sa estasyon sa husto nga oras.
ChristianAngeloRamirez_20260530_100558.png,Gibalhin sa trabahante ang semento ngadto sa mixer
ChristianAngeloRamirez_20260530_100654.png,Giduyogan nako ang akong igsoon paingon sa klinika.
ChristianAngeloRamirez_20260530_100750.png,Nag-ayo ang mekaniko sa daang motorsiklo.
ChristianAngeloRamirez_20260530_100842.png,Gikuskos niya ang kalaha aron matangtang ang taya.
ChristianAngeloRamirez_20260530_100927.png,Naghawan sila sa mga sagbot sa kilid sa dalan.
ChristianAngeloRamirez_20260530_101023.png,Gisibog ang aparador aron malimpyohan ang likod niini.
ChristianAngeloRamirez_20260530_101118.png,Nagdala ko og dokumento alang sa aplikasyon.
ChristianAngeloRamirez_20260530_101206.png,Gibira sa mangingisda ang pukot gikan sa dagat.
ChristianAngeloRamirez_20260530_101243.png,Nagtimbang ang tindera sa mga utanon.
ChristianAngeloRamirez_20260530_101329.png,Gipahimutang ang mikropono sa tunga sa entablado.
ChristianAngeloRamirez_20260530_101410.png,Nagpaabot kami sa resulta sa eksaminasyon.
ChristianAngeloRamirez_20260530_101451.png,Giduso niya ang bangka ngadto sa baybayon.
ChristianAngeloRamirez_20260530_101529.png,Naglukat ko og package sa courier center.
ChristianAngeloRamirez_20260530_101618.png,Gikolekta ang mga bayronon matag katapusan sa bulan.
ChristianAngeloRamirez_20260530_101905.png,Nag-ihap siya sa mga sensilyo sulod sa alkansiya.
ChristianAngeloRamirez_20260530_101928.png,Gisal-ot ang memory card sa camera.
EdgardoRojas_20260530_101928.png,Gibutang sa bata ang lapis sa pencil case.
EdgardoRojas_20260530_101936.png,Nagsukod sila sa gitas-on sa pisi.
EdgardoRojas_20260530_101942.png,Gikarga ang mga sako ngadto sa trak.
EdgardoRojas_20260530_101949.png,Naghikay ko sa lamesa para sa panihapon.
EdgardoRojas_20260530_101954.png,Gidawat niya ang sertipiko sa entablado.
EdgardoRojas_20260530_102001.png,Gipalong sa guwardiya ang mga suga sa building.
EdgardoRojas_20260530_102005.png,Nagtanom ko og mais sa uma.
EdgardoRojas_20260530_102011.png,Gibuksan ang tindahan human sa holiday.
ChristianAngeloRamirez_20260530_102016.png,Nagtan-aw sila sa demonstrasyon sa plaza.
EdgardoRojas_20260530_102017.png,Gidala sa courier ang package sa opisina.
EdgardoRojas_20260530_102026.png,Naghimo siya og report alang sa manager.
ChristianAngeloRamirez_20260530_102047.png,Giputos sa panadero ang tinapay sa papel.
ChristianAngeloRamirez_20260530_102204.png,Nag-amping siya sa mga tanom sulod sa greenhouse.
ChristianAngeloRamirez_20260530_102245.png,Gihatud ang mga kagamitan sa construction site.
ChristianAngeloRamirez_20260530_102327.png,Nag-abli ang kahera og bag-ong counter.
ChristianAngeloRamirez_20260530_102403.png,Gikarga sa trabahante ang hollow blocks.
ChristianAngeloRamirez_20260530_102439.png,Naghulma sila og paso gikan sa semento.
EdgardoRojas_20260530_102506.png,Gikuha sa doktor ang blood pressure sa pasyente.
EdgardoRojas_20260530_102513.png,Naghimo ang mga estudyante og presentasyon.
ChristianAngeloRamirez_20260530_102515.png,Gipahimutang ang timbangan sa tindahan.
EdgardoRojas_20260530_102518.png,Gihipos ang mga gamit sulod sa kahon.
EdgardoRojas_20260530_102523.png,Nagsakay mi og bus paingon sa syudad.
EdgardoRojas_20260530_102528.png,Gikuha nako ang tuwalya gikan sa sampayan.
EdgardoRojas_20260530_102530.png,Gibutang niya ang kutsara tupad sa plato.
EdgardoRojas_20260530_102538.png,Nagsulat sila og mensahe sa whiteboard.
EdgardoRojas_20260530_102543.png,Gihatud sa amahan ang iyang anak sa eskwelahan.
EdgardoRojas_20260530_102550.png,Naghimo ko og iskedyul para sa semana.
ChristianAngeloRamirez_20260530_102729.png,Nagpaandar ang operador sa generator.
ChristianAngeloRamirez_20260530_102808.png,Gisusi ang kalidad sa tubig sa laboratoryo.
ChristianAngeloRamirez_20260530_102854.png,Nagpa-rehistro ko sa bag-ong account.
ChristianAngeloRamirez_20260530_102959.png,Gibutang ang kahoy sa daplin sa bakod.
ChristianAngeloRamirez_20260530_103149.png,Nagligid ang bola paingon sa kanal.
ChristianAngeloRamirez_20260530_103235.png,Gidala ang mga pasyente ngadto sa waiting area.
ChristianAngeloRamirez_20260530_103309.png,Nagpalit siya og pintura para sa balay.
ChristianAngeloRamirez_20260530_103344.png,Gihanginan niya ang nagdilaab nga uling.
ChristianAngeloRamirez_20260530_103419.png,Nagluto sila og lugaw alang sa mga bisita.
ChristianAngeloRamirez_20260530_103451.png,Gisusi sa technician ang linya sa internet.
ChristianAngeloRamirez_20260530_103534.png,Nagpintal ang artista og hulagway sa bukid.
ChristianAngeloRamirez_20260530_103611.png,Gipahimutang ang sound system sa gymnasium.
ChristianAngeloRamirez_20260530_103643.png,Nagkuha ang reporter og retrato sa hitabo.
ChristianAngeloRamirez_20260530_103717.png,Gipauga ang mais ubos sa init nga adlaw.
ChristianAngeloRamirez_20260530_103753.png,Nag-ayo ko sa zipper sa akong bag.
ChristianAngeloRamirez_20260530_103830.png,Gisubay nila ang agi sa suba.
